Filename,File Size,Creation Date,Width,Height,DPI_X,DPI_Y,Original Path
search.png,3.64 KB,04-11-26,16,16,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/search.png
big-loading.gif,1.77 KB,04-11-26,32,32,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/big-loading.gif
dashboard-audience.png,31.20 KB,04-11-26,940,732,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/dashboard-audience.png
tipsy.png,349.00 B,04-11-26,9,9,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/tipsy.png
icons.png,31.73 KB,04-11-26,432,656,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/icons.png
grid_background.png,174.00 B,04-11-26,93,93,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/grid_background.png
Logos.png,11.62 KB,04-11-26,909,233,108.0008,108.0008,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/Logos.png
cover_placeholder_dark.png,1.13 KB,04-11-26,670,400,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/cover_placeholder_dark.png
gumroad-default-avatar-5.png,2.09 KB,04-11-26,180,180,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/gumroad-default-avatar-5.png
cover_placeholder_uploading.png,10.98 KB,04-11-26,670,377,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/cover_placeholder_uploading.png
jobs_sprite.png,22.50 KB,04-11-26,1250,87,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/jobs_sprite.png
spinner.png,398.00 B,04-11-26,10,10,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/spinner.png
header_bar.png,146.00 B,04-11-26,711,1,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/header_bar.png
sort-reorder-handle.png,893.00 B,04-11-26,20,38,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/sort-reorder-handle.png
dashboard-sales.png,32.66 KB,04-11-26,942,933,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/dashboard-sales.png
pink-icon.png,1.46 KB,04-11-26,81,81,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/pink-icon.png
cover_placeholder@2x.png,28.22 KB,04-11-26,1340,800,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/cover_placeholder@2x.png
select_dropdown_indicator_dark_theme.png,523.00 B,04-11-26,18,29,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/select_dropdown_indicator_dark_theme.png
guide_sprite.png,22.82 KB,04-11-26,74,1533,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/guide/guide_sprite.png
audiobook.png,1.33 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/audiobook.png
physical.png,1.05 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/physical.png
podcast.png,1.43 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/podcast.png
coffee.png,2.01 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/coffee.png
newsletter.png,1.04 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/newsletter.png
ebook.png,1.10 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/ebook.png
digital.png,1.20 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/digital.png
bundle.png,1.27 KB,04-11-26,80,80,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/bundle.png
commission.png,1.73 KB,04-11-26,71,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/commission.png
course.png,1.27 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/course.png
membership.png,1.42 KB,04-11-26,80,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/membership.png
call.png,1.69 KB,04-11-26,81,80,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/call.png
audiobook.png,4.23 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/audiobook.png
physical.png,5.73 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/physical.png
podcast.png,8.50 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/podcast.png
coffee.png,5.12 KB,04-11-26,364,364,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/coffee.png
newsletter.png,3.01 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/newsletter.png
ebook.png,6.56 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/ebook.png
digital.png,6.20 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/digital.png
bundle.png,5.24 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/bundle.png
commission.png,6.06 KB,04-11-26,365,365,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/commission.png
course.png,4.99 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/course.png
membership.png,8.02 KB,04-11-26,256,256,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/membership.png
call.png,5.47 KB,04-11-26,365,365,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/native_types/thumbnails/call.png
products-legend.png,1.32 KB,04-11-26,179,39,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/orientation/products-legend.png
your-picture.png,1.80 KB,04-11-26,228,84,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/orientation/your-picture.png
product-card.png,3.34 KB,04-11-26,550,550,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/orientation/product-card.png
email-capture.png,2.87 KB,04-11-26,624,176,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/orientation/email-capture.png
noise.png,4.10 KB,04-11-26,57,43,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/settings/noise.png
year.png,12.21 KB,04-11-26,500,500,288.0106,288.0106,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/bundles_marketing/year.png
everything.png,13.85 KB,04-11-26,500,500,288.0106,288.0106,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/bundles_marketing/everything.png
best_selling.png,13.94 KB,04-11-26,500,500,288.0106,288.0106,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/bundles_marketing/best_selling.png
discover_category_image.png,272.07 KB,04-11-26,752,752,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/discover_category_image.png
discover_locations_legend_lines.png,927.00 B,04-11-26,1180,134,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/discover_locations_legend_lines.png
dance.jpg,38.21 KB,04-11-26,435,258,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/dance.jpg
design.jpg,31.16 KB,04-11-26,435,221,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/design.jpg
merchandise.jpg,45.35 KB,04-11-26,435,243,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/merchandise.jpg
comics.jpg,39.25 KB,04-11-26,435,236,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/comics.jpg
games.jpg,38.08 KB,04-11-26,435,229,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/games.jpg
animation.jpg,26.52 KB,04-11-26,435,261,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/animation.jpg
drawing.jpg,48.51 KB,04-11-26,435,227,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/drawing.jpg
music.jpg,60.57 KB,04-11-26,435,241,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/music.jpg
photography.jpg,50.86 KB,04-11-26,435,232,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/photography.jpg
crafts.jpg,31.58 KB,04-11-26,435,241,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/crafts.jpg
comedy.jpg,43.46 KB,04-11-26,435,248,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/comedy.jpg
sports.jpg,33.01 KB,04-11-26,435,241,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/sports.jpg
film.jpg,57.70 KB,04-11-26,435,304,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/film.jpg
food.jpg,36.68 KB,04-11-26,435,237,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/food.jpg
audio.jpg,23.29 KB,04-11-26,435,228,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/audio.jpg
education.jpg,46.29 KB,04-11-26,435,232,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/education.jpg
writing.jpg,17.52 KB,04-11-26,435,243,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/writing.jpg
software.jpg,45.62 KB,04-11-26,435,270,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations_small/software.jpg
dance.jpg,45.04 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/dance.jpg
design.jpg,43.89 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/design.jpg
merchandise.jpg,42.50 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/merchandise.jpg
comics.jpg,49.92 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/comics.jpg
games.jpg,45.79 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/games.jpg
animation.jpg,34.91 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/animation.jpg
drawing.jpg,37.77 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/drawing.jpg
music.jpg,38.13 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/music.jpg
photography.jpg,39.54 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/photography.jpg
crafts.jpg,43.21 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/crafts.jpg
comedy.jpg,49.14 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/comedy.jpg
sports.jpg,39.20 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/sports.jpg
film.jpg,42.51 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/film.jpg
food.jpg,47.94 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/food.jpg
audio.jpg,48.96 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/audio.jpg
education.jpg,36.19 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/education.jpg
writing.jpg,40.24 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/writing.jpg
software.jpg,44.49 KB,04-11-26,500,500,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/discover/category_illustrations/software.jpg
default-avatar-5.png,3.87 KB,04-11-26,180,180,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/auth/default-avatar-5.png
background.jpg,1.21 MB,04-11-26,1914,2327,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/auth/background.jpg
background.png,90.05 KB,04-11-26,1280,1799,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/auth/background.png
hands.png,3.75 KB,04-11-26,84,96,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/illustrations/hands.png
gift.png,1.16 KB,04-11-26,80,71,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/illustrations/gift.png
payouts.png,21.56 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/payouts.png
wishlists.png,12.41 KB,04-11-26,2024,632,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/wishlists.png
taxes.png,75.78 KB,04-11-26,2152,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/taxes.png
support.png,167.14 KB,04-11-26,2152,560,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/support.png
dashboard.png,85.79 KB,04-11-26,2184,605,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/dashboard.png
utm_links_not_found.png,36.22 KB,04-11-26,2024,633,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/utm_links_not_found.png
workflows.png,20.10 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/workflows.png
sales.png,46.30 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/sales.png
discounts.png,76.71 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/discounts.png
product-cover.png,37.32 KB,04-11-26,2010,1200,216.0016,216.0016,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/product-cover.png
audience.png,27.31 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/audience.png
upsells.png,20.10 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/upsells.png
community.png,27.31 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/community.png
scheduled_posts.png,30.38 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/scheduled_posts.png
library.png,130.51 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/library.png
followers.png,40.49 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/followers.png
checkout.png,130.51 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/checkout.png
wishlists-following.png,15.59 KB,04-11-26,2024,633,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/wishlists-following.png
affiliated.png,76.71 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/affiliated.png
draft_posts.png,30.81 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/draft_posts.png
start-selling.png,5.65 KB,04-11-26,236,160,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/start-selling.png
published_posts.png,33.51 KB,04-11-26,2024,560,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/published_posts.png
payouts-pending.png,2.36 KB,04-11-26,136,148,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/payouts-pending.png
collaborators.png,31.31 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/collaborators.png
comic-stars.png,32.14 KB,04-11-26,2024,633,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/comic-stars.png
affiliate-signup-form.png,130.51 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/affiliate-signup-form.png
reviews.png,130.51 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/reviews.png
customers.png,32.85 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/customers.png
utm_links_empty.png,81.32 KB,04-11-26,2024,560,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/placeholders/utm_links_empty.png
ukulele.png,81.28 KB,04-11-26,968,1214,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/about/ukulele.png
sell-anywhere.png,45.07 KB,04-11-26,795,838,143.99259999999998,143.99259999999998,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/about/sell-anywhere.png
patterns.png,6.51 KB,04-11-26,40,15,72.009,72.009,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/product/patterns.png
post-placeholder.jpg,357.12 KB,04-11-26,1800,1080,72,72,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/blog/post-placeholder.jpg
community-enable.gif,15.69 MB,04-11-26,1920,900,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/community-enable.gif
community-access.gif,3.82 MB,04-11-26,1920,900,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/community-access.gif
printful-auth.png,7.38 KB,04-11-26,1600,825,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/printful-auth.png
call-sales.png,37.83 KB,04-11-26,1633,1792,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/call-sales.png
time-zone-settings.png,4.35 KB,04-11-26,1504,226,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/time-zone-settings.png
commission-sales.png,116.05 KB,04-11-26,3200,3123,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/commission-sales.png
export-multiple-payouts.png,33.59 KB,04-11-26,748,1318,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/export-multiple-payouts.png
commission-content.png,57.27 KB,04-11-26,3108,2120,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/commission-content.png
product-level-refund-policy-modal.png,79.56 KB,04-11-26,2328,1118,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/product-level-refund-policy-modal.png
start-creating.png,80.07 KB,04-11-26,2512,1544,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/start-creating.png
affiliate-tab.png,58.00 KB,04-11-26,2358,1510,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/affiliate-tab.png
tipping.png,36.87 KB,04-11-26,1496,1222,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/tipping.png
community-moderation.png,123.40 KB,04-11-26,1755,485,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/community-moderation.png
bundle.png,66.66 KB,04-11-26,2016,1516,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/bundle.png
tipping-toggle.png,4.95 KB,04-11-26,1234,292,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/tipping-toggle.png
new-product.png,56.94 KB,04-11-26,2514,1972,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/new-product.png
membership-product.png,83.77 KB,04-11-26,2192,1508,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/membership-product.png
new-physical-prod.png,58.43 KB,04-11-26,2488,2088,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/new-physical-prod.png
change-password.png,9.46 KB,04-11-26,2168,704,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/change-password.png
printful-refresh.jpeg,200.37 KB,04-11-26,3456,2854,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/printful-refresh.jpeg
creating-tab.png,66.67 KB,04-11-26,1970,1520,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/creating-tab.png
printful-dashboard.png,53.38 KB,04-11-26,1600,880,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/printful-dashboard.png
call-content.png,29.55 KB,04-11-26,2030,1294,,,/Users/steven/diGiTaLdiVe/gumroad/gumroad/app/assets/images/help_center/call-content.png
